Air_Quality_DataFrom Date,To Date,PM2.5,BP,RH,WD,WS,CO,NO2,Ozone,SO2,TEMPARATURE
28-03-2021 00:00,29-03-2021 00:00,161.81,972.2,52.08,160.56,0.56,2.32,151.67,53.61,40.05,27.9
29-03-2021 00:00,30-03-2021 00:00,70.72,971.81,40.36,143.5,0.57,2.4,81.89,80.14,23.0,30.2
30-03-2021 00:00,31-03-2021 00:00,113.05,972.62,46.47,211.84,1.35,2.52,105.75,45.18,18.54,29.5
31-03-2021 00:00,01-04-2021 00:00,48.57,972.06,36.66,271.35,1.73,1.48,106.9,52.8,16.53,27.9
01-04-2021 00:00,02-04-2021 00:00,43.49,971.75,31.6,270.46,1.91,1.51,105.73,48.57,14.82,27.1
02-04-2021 00:00,03-04-2021 00:00,64.66,972.37,32.8,255.29,0.83,1.83,126.13,34.1,22.07,25.8
03-04-2021 00:00,04-04-2021 00:00,80.82,972.69,32.21,196.22,0.5,1.93,140.93,36.51,30.35,26.0
04-04-2021 00:00,05-04-2021 00:00,77.34,973.71,33.84,248.15,0.68,2.16,114.91,44.66,30.12,27.1
05-04-2021 00:00,06-04-2021 00:00,127.48,972.78,35.51,141.56,0.64,2.34,193.19,64.91,51.86,29.9
06-04-2021 00:00,07-04-2021 00:00,125.75,972.65,40.15,143.88,0.98,1.97,188.53,40.0,36.5,30.4
07-04-2021 00:00,08-04-2021 00:00,84.85,972.63,41.55,241.9,0.92,1.91,122.71,38.96,28.53,29.7
08-04-2021 00:00,09-04-2021 00:00,50.75,972.78,36.69,263.86,0.81,1.94,109.78,39.38,19.2,27.6
09-04-2021 00:00,10-04-2021 00:00,63.76,972.59,31.13,240.48,0.75,2.12,112.94,39.85,23.5,27.7
10-04-2021 00:00,11-04-2021 00:00,63.31,972.65,32.8,243.06,0.6,2.31,227.55,41.73,23.78,29.0
11-04-2021 00:00,12-04-2021 00:00,76.61,972.74,33.27,246.56,0.66,2.28,235.06,41.39,27.62,29.4
12-04-2021 00:00,13-04-2021 00:00,131.08,972.65,35.67,211.42,0.57,2.19,174.03,58.31,35.76,29.8
13-04-2021 00:00,14-04-2021 00:00,107.05,972.44,36.47,224.82,0.8,2.21,104.9,92.06,31.84,30.5
14-04-2021 00:00,15-04-2021 00:00,65.59,972.31,34.08,261.32,0.92,1.91,86.65,63.98,21.51,31.5
15-04-2021 00:00,16-04-2021 00:00,80.72,972.17,34.12,244.84,0.82,2.07,100.9,32.25,22.9,31.3
16-04-2021 00:00,17-04-2021 00:00,93.22,972.01,41.89,166.68,1.13,1.73,73.09,41.89,25.24,28.8
17-04-2021 00:00,18-04-2021 00:00,51.54,971.76,47.57,216.45,0.91,1.51,44.54,55.21,20.34,26.7
18-04-2021 00:00,19-04-2021 00:00,80.81,971.74,42.68,194.42,0.74,1.63,48.53,75.94,33.29,28.3
19-04-2021 00:00,20-04-2021 00:00,75.53,971.81,38.97,235.45,0.79,1.79,58.57,60.52,25.51,30.0
20-04-2021 00:00,21-04-2021 00:00,85.87,971.92,39.63,199.9,0.95,1.57,47.99,57.39,47.23,28.0
21-04-2021 00:00,22-04-2021 00:00,70.42,971.82,49.44,224.83,0.99,1.56,55.84,45.75,31.29,26.1
22-04-2021 00:00,23-04-2021 00:00,60.57,972.03,48.68,151.62,1.29,1.52,48.62,62.12,28.96,27.4
23-04-2021 00:00,24-04-2021 00:00,51.83,971.91,49.73,165.15,1.49,1.53,48.27,53.42,30.76,26.6
24-04-2021 00:00,25-04-2021 00:00,47.97,971.91,42.49,256.05,0.92,1.65,58.84,50.99,23.93,26.8
25-04-2021 00:00,26-04-2021 00:00,97.09,971.91,40.81,240.99,0.85,2.1,82.39,50.22,25.5,28.2
26-04-2021 00:00,27-04-2021 00:00,180.55,971.9,39.61,221.25,0.6,2.66,112.86,47.53,31.66,30.1
27-04-2021 00:00,28-04-2021 00:00,205.11,971.8,40.29,191.9,0.62,2.68,111.89,46.67,36.13,32.1
28-04-2021 00:00,29-04-2021 00:00,238.66,972.05,37.82,220.85,0.63,3.48,98.91,37.15,15.76,33.2
29-04-2021 00:00,30-04-2021 00:00,157.12,971.99,35.63,228.88,0.72,3.02,94.45,44.71,27.09,33.5
30-04-2021 00:00,01-05-2021 00:00,114.51,971.99,38.16,176.96,0.7,2.38,84.93,46.08,32.11,33.3
01-05-2021 00:00,02-05-2021 00:00,88.1,971.88,37.85,180.51,0.7,2.97,76.14,60.66,25.44,33.7
02-05-2021 00:00,03-05-2021 00:00,70.86,971.4,38.78,190.02,0.83,2.95,72.17,39.61,18.75,32.2
03-05-2021 00:00,04-05-2021 00:00,87.05,972.25,40.47,220.99,0.76,2.77,70.84,37.25,20.83,32.5
04-05-2021 00:00,05-05-2021 00:00,64.85,972.08,40.52,203.84,0.63,2.2,70.34,41.96,13.94,33.1
05-05-2021 00:00,06-05-2021 00:00,77.84,972.34,47.1,132.11,1.38,1.77,52.94,64.72,31.11,32.6
06-05-2021 00:00,07-05-2021 00:00,67.55,972.58,51.21,138.83,1.89,2.88,37.8,70.59,15.52,29.5
07-05-2021 00:00,08-05-2021 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,28.7
08-05-2021 00:00,09-05-2021 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,31.8
09-05-2021 00:00,10-05-2021 00:00,58.81,729.27,45.49,199.95,1.17,1.87,35.86,31.34,3.94,31.3
10-05-2021 00:00,11-05-2021 00:00,52.9,729.91,51.07,138.27,1.34,2.62,29.3,28.67,8.72,30.6
11-05-2021 00:00,12-05-2021 00:00,54.77,729.45,49.11,136.36,1.17,2.05,24.55,30.57,6.04,32.1
12-05-2021 00:00,13-05-2021 00:00,49.2,729.47,43.52,193.44,1.38,1.75,24.95,23.87,6.22,31.0
13-05-2021 00:00,14-05-2021 00:00,48.94,729.84,49.89,112.65,1.2,2.27,26.09,32.12,10.92,28.0
14-05-2021 00:00,15-05-2021 00:00,52.26,729.51,48.26,141.53,1.08,1.62,23.83,28.31,4.81,30.4
15-05-2021 00:00,16-05-2021 00:00,63.53,728.92,40.26,139.7,1.15,2.82,30.22,29.19,13.81,30.6
16-05-2021 00:00,17-05-2021 00:00,84.97,972.71,59.4,109.6,0.73,2.49,43.26,53.34,33.84,32.7
17-05-2021 00:00,18-05-2021 00:00,93.24,730.45,45.19,171.97,0.96,1.85,49.84,39.08,10.88,32.8
18-05-2021 00:00,19-05-2021 00:00,31.49,730.0,60.56,120.88,1.11,1.45,22.22,14.66,5.08,27.8
19-05-2021 00:00,20-05-2021 00:00,42.2,730.4,87.96,129.77,0.75,1.57,20.27,14.79,3.49,22.4
20-05-2021 00:00,21-05-2021 00:00,51.47,730.22,78.69,197.93,0.77,1.44,20.14,17.64,3.54,25.2
21-05-2021 00:00,22-05-2021 00:00,31.8,730.18,73.6,121.6,0.99,2.23,20.58,16.4,4.03,26.2
22-05-2021 00:00,23-05-2021 00:00,32.66,729.88,61.05,170.08,0.69,1.91,31.8,18.21,3.96,28.0
23-05-2021 00:00,24-05-2021 00:00,302.84,729.95,57.22,239.38,0.67,1.41,25.57,22.11,4.0,27.7
24-05-2021 00:00,25-05-2021 00:00,74.39,729.72,49.76,264.63,1.13,2.15,24.59,19.98,4.14,29.5
25-05-2021 00:00,26-05-2021 00:00,49.6,728.71,30.71,271.14,1.59,1.52,30.99,33.6,1.0,32.0
26-05-2021 00:00,27-05-2021 00:00,53.61,729.02,36.6,235.04,0.76,2.29,53.8,27.59,2.88,32.8
27-05-2021 00:00,28-05-2021 00:00,70.47,729.11,44.36,210.01,0.68,2.4,45.22,25.19,3.24,32.8
28-05-2021 00:00,29-05-2021 00:00,39.38,729.45,55.08,143.33,2.23,1.78,21.29,28.92,1.21,32.2
29-05-2021 00:00,30-05-2021 00:00,37.2,729.4,54.26,140.48,2.87,1.03,17.36,26.55,2.44,32.2
30-05-2021 00:00,31-05-2021 00:00,47.05,729.4,53.56,163.55,1.59,1.46,25.47,25.78,3.34,30.9
31-05-2021 00:00,01-06-2021 00:00,83.63,729.09,45.17,165.84,0.64,1.75,43.05,23.38,6.36,32.8
01-06-2021 00:00,02-06-2021 00:00,65.58,730.12,66.41,168.17,1.05,1.09,32.21,32.12,5.0,26.9
02-06-2021 00:00,03-06-2021 00:00,79.98,729.69,58.93,181.35,0.63,1.99,36.75,25.77,6.62,30.0
03-06-2021 00:00,04-06-2021 00:00,111.86,729.37,55.92,155.47,0.45,1.74,44.6,34.43,12.43,31.8
04-06-2021 00:00,05-06-2021 00:00,113.29,728.99,54.21,132.78,0.7,2.04,38.11,48.47,10.34,31.0
05-06-2021 00:00,06-06-2021 00:00,61.69,728.72,47.55,164.23,1.06,1.81,37.67,27.65,3.51,30.1
06-06-2021 00:00,07-06-2021 00:00,84.3,729.8,40.9,243.0,0.7,1.44,54.83,26.12,1.38,31.6
07-06-2021 00:00,08-06-2021 00:00,91.92,728.83,45.37,209.75,0.37,1.95,55.48,29.43,8.45,34.0
08-06-2021 00:00,09-06-2021 00:00,173.52,776.56,49.18,222.55,0.41,1.4,41.72,13.47,4.43,35.8
09-06-2021 00:00,10-06-2021 00:00,124.59,972.0,44.14,245.4,1.02,1.65,33.91,16.67,1.56,36.8
10-06-2021 00:00,11-06-2021 00:00,86.1,972.04,60.47,156.27,1.45,1.65,22.02,18.55,2.47,34.2
11-06-2021 00:00,12-06-2021 00:00,100.9,972.48,54.87,150.84,0.89,2.48,31.04,25.22,3.94,31.6
12-06-2021 00:00,13-06-2021 00:00,51.25,972.14,62.92,166.94,1.77,3.4,25.04,19.22,2.23,31.2
13-06-2021 00:00,14-06-2021 00:00,51.6,971.87,62.45,185.88,1.03,1.77,32.73,21.59,3.54,29.4
14-06-2021 00:00,15-06-2021 00:00,55.43,971.68,58.71,170.36,0.72,1.63,32.51,24.27,2.74,32.3
15-06-2021 00:00,16-06-2021 00:00,55.43,971.7,58.57,186.78,1.16,1.13,28.64,20.58,3.18,31.9
16-06-2021 00:00,17-06-2021 00:00,45.91,961.61,64.37,158.1,0.81,1.63,30.51,23.79,4.58,29.8
17-06-2021 00:00,18-06-2021 00:00,60.57,729.36,66.07,162.22,0.76,1.72,27.93,21.74,1.78,31.3
18-06-2021 00:00,19-06-2021 00:00,27.5,730.2,68.77,162.33,0.92,1.05,24.47,15.47,3.28,30.7
19-06-2021 00:00,20-06-2021 00:00,41.11,729.85,70.93,159.31,0.6,1.86,19.6,16.81,29.28,30.3
20-06-2021 00:00,21-06-2021 00:00,43.46,730.5,81.95,153.57,0.61,2.56,13.75,13.84,4.93,29.4
21-06-2021 00:00,22-06-2021 00:00,51.94,729.46,54.74,161.43,0.66,1.8,34.72,18.74,9.62,32.1
22-06-2021 00:00,23-06-2021 00:00,61.17,729.47,52.19,196.98,0.54,1.9,41.34,19.42,4.49,34.7
23-06-2021 00:00,24-06-2021 00:00,98.61,729.09,50.06,184.01,0.76,1.65,47.63,23.46,4.88,35.1
24-06-2021 00:00,25-06-2021 00:00,63.19,729.23,61.85,149.69,1.34,1.33,24.61,13.16,3.45,32.2
25-06-2021 00:00,26-06-2021 00:00,95.22,729.46,53.75,195.59,0.72,1.4,38.48,17.64,5.39,32.3
26-06-2021 00:00,27-06-2021 00:00,83.62,728.91,55.92,199.74,0.57,1.73,36.77,8.94,3.9,31.4
27-06-2021 00:00,28-06-2021 00:00,107.84,728.56,56.98,139.21,0.91,1.58,31.45,13.14,3.13,33.6
28-06-2021 00:00,29-06-2021 00:00,97.82,728.64,53.71,152.7,0.63,1.69,41.54,14.15,3.37,34.5
29-06-2021 00:00,30-06-2021 00:00,122.23,728.63,46.99,232.44,0.84,1.83,49.29,13.94,3.25,36.3
30-06-2021 00:00,01-07-2021 00:00,101.35,728.76,42.19,253.59,1.45,1.94,43.17,12.92,3.95,37.7
01-07-2021 00:00,02-07-2021 00:00,51.99,884.02,43.91,236.94,1.21,1.58,51.71,35.58,2.85,37.5
02-07-2021 00:00,03-07-2021 00:00,90.32,971.8,53.68,227.28,1.07,2.39,55.94,33.93,13.75,34.0
03-07-2021 00:00,04-07-2021 00:00,73.57,971.92,60.51,184.52,0.81,1.95,65.91,45.38,9.75,31.6
04-07-2021 00:00,05-07-2021 00:00,123.65,971.95,57.5,140.3,0.47,2.21,90.81,73.77,5.81,33.0
05-07-2021 00:00,06-07-2021 00:00,112.26,971.91,51.38,236.23,0.49,1.87,80.36,44.45,8.71,33.8
06-07-2021 00:00,07-07-2021 00:00,92.5,971.81,49.78,271.03,0.74,1.93,72.55,53.47,7.99,34.8
07-07-2021 00:00,08-07-2021 00:00,91.73,971.61,47.78,207.4,0.94,2.16,78.62,45.98,10.25,36.4
08-07-2021 00:00,09-07-2021 00:00,105.12,971.57,47.45,231.12,1.21,1.89,66.44,42.94,6.56,36.1
09-07-2021 00:00,10-07-2021 00:00,55.52,972.64,62.74,91.14,1.68,1.75,49.27,48.64,7.75,33.0
10-07-2021 00:00,11-07-2021 00:00,52.66,971.87,58.62,86.56,1.69,1.8,37.4,31.03,6.86,34.5
11-07-2021 00:00,12-07-2021 00:00,54.77,972.08,65.17,91.32,2.45,1.81,27.99,26.32,8.77,33.7
12-07-2021 00:00,13-07-2021 00:00,41.52,972.17,68.43,91.86,2.43,1.72,26.05,11.96,6.98,31.7
13-07-2021 00:00,14-07-2021 00:00,65.54,973.38,78.76,117.22,0.97,1.61,29.25,45.82,15.91,29.2
14-07-2021 00:00,15-07-2021 00:00,48.6,972.94,83.71,100.91,0.86,1.72,64.32,35.95,9.15,28.1
15-07-2021 00:00,16-07-2021 00:00,66.16,972.83,74.68,129.0,0.9,1.75,46.25,40.07,11.56,30.5
16-07-2021 00:00,17-07-2021 00:00,47.31,973.16,65.95,102.19,1.34,1.82,72.04,26.09,6.94,33.1
17-07-2021 00:00,18-07-2021 00:00,64.43,972.77,62.88,142.75,0.8,1.8,34.7,30.17,11.9,33.1
18-07-2021 00:00,19-07-2021 00:00,46.99,972.81,71.79,140.58,1.11,1.88,8.06,28.1,14.2,30.6
19-07-2021 00:00,20-07-2021 00:00,30.5,973.44,93.82,200.23,0.54,1.96,10.89,22.11,13.91,26.3
20-07-2021 00:00,21-07-2021 00:00,51.21,973.22,85.65,127.96,0.32,2.04,55.94,14.65,6.63,27.6
21-07-2021 00:00,22-07-2021 00:00,61.45,972.9,74.64,111.71,0.58,2.07,58.86,37.22,6.07,29.5
22-07-2021 00:00,23-07-2021 00:00,43.44,972.39,76.56,101.39,0.92,1.64,23.33,35.43,9.26,29.4
23-07-2021 00:00,24-07-2021 00:00,49.28,972.35,71.58,94.84,1.48,1.78,42.98,22.02,11.82,30.5
24-07-2021 00:00,25-07-2021 00:00,59.51,972.62,69.82,102.85,0.83,1.91,49.39,25.5,11.96,31.5
25-07-2021 00:00,26-07-2021 00:00,51.43,972.59,66.27,89.66,1.13,1.69,39.31,14.1,9.25,32.4
26-07-2021 00:00,27-07-2021 00:00,58.61,972.43,74.23,95.72,0.95,1.73,44.75,21.71,9.23,30.9
27-07-2021 00:00,28-07-2021 00:00,46.0,972.04,86.92,204.39,0.52,2.29,37.43,9.0,9.83,28.5
28-07-2021 00:00,29-07-2021 00:00,27.78,972.16,93.97,252.8,0.3,2.46,47.32,6.06,9.01,26.7
29-07-2021 00:00,30-07-2021 00:00,38.57,972.17,84.67,193.48,0.35,2.17,47.21,10.7,9.24,28.3
30-07-2021 00:00,31-07-2021 00:00,49.03,972.08,84.52,80.42,0.42,1.57,42.89,27.63,10.47,27.7
31-07-2021 00:00,01-08-2021 00:00,97.85,972.9,62.5,105.0,1.8,1.97,30.8,26.32,15.54,29.8
01-08-2021 00:00,02-08-2021 00:00,28.0,972.93,63.38,85.75,1.32,1.4,30.82,26.32,6.63,28.5
02-08-2021 00:00,03-08-2021 00:00,41.05,973.21,79.47,125.19,0.44,2.13,46.91,14.54,20.49,28.8
03-08-2021 00:00,04-08-2021 00:00,40.39,973.08,73.73,88.46,1.05,1.88,31.64,20.38,22.5,30.0
04-08-2021 00:00,05-08-2021 00:00,35.58,972.25,68.96,85.18,0.91,1.9,39.42,19.12,26.76,30.6
05-08-2021 00:00,06-08-2021 00:00,51.91,972.1,69.9,141.41,0.71,1.96,40.4,23.09,24.7,30.7
06-08-2021 00:00,07-08-2021 00:00,66.66,972.45,70.23,98.88,0.5,2.23,44.95,39.64,25.67,31.2
07-08-2021 00:00,08-08-2021 00:00,70.41,972.3,77.59,81.14,0.47,2.42,55.27,18.03,16.68,29.5
08-08-2021 00:00,09-08-2021 00:00,58.16,972.05,86.69,127.49,0.43,2.37,51.4,17.61,8.3,28.2
09-08-2021 00:00,10-08-2021 00:00,57.59,972.37,81.18,124.96,0.65,2.13,47.4,17.3,10.16,29.0
10-08-2021 00:00,11-08-2021 00:00,96.74,972.04,70.11,218.24,0.77,2.26,54.29,8.96,9.15,31.0
11-08-2021 00:00,12-08-2021 00:00,79.56,971.91,61.8,233.71,0.98,2.09,44.33,6.7,6.06,31.2
12-08-2021 00:00,13-08-2021 00:00,75.82,972.03,59.53,237.24,0.87,1.56,44.67,7.29,8.94,32.0
13-08-2021 00:00,14-08-2021 00:00,74.33,972.35,58.24,215.84,0.83,2.06,46.83,6.36,9.93,32.1
14-08-2021 00:00,15-08-2021 00:00,74.19,972.74,58.46,193.97,0.85,1.38,47.73,10.11,9.56,32.0
15-08-2021 00:00,16-08-2021 00:00,70.34,972.59,57.88,217.86,0.74,0.62,39.02,10.61,15.54,32.1
16-08-2021 00:00,17-08-2021 00:00,86.38,972.44,57.6,220.94,0.76,0.6,49.35,13.27,1.39,32.8
17-08-2021 00:00,18-08-2021 00:00,116.76,972.43,60.86,144.15,0.54,0.69,55.7,10.82,3.16,33.1
18-08-2021 00:00,19-08-2021 00:00,115.78,972.27,59.96,128.51,0.49,0.86,69.6,15.41,5.45,33.0
19-08-2021 00:00,20-08-2021 00:00,123.09,972.21,63.35,115.3,0.67,0.89,64.82,24.0,12.23,32.3
20-08-2021 00:00,21-08-2021 00:00,48.31,972.67,80.37,102.93,1.26,0.34,34.82,20.64,6.93,27.8
21-08-2021 00:00,22-08-2021 00:00,35.58,972.86,87.77,109.6,0.78,0.93,38.83,24.18,3.51,27.4
22-08-2021 00:00,23-08-2021 00:00,15.67,973.06,90.55,85.54,1.52,0.4,27.55,14.89,4.05,29.4
23-08-2021 00:00,24-08-2021 00:00,56.23,973.13,72.07,175.68,0.3,1.68,97.56,64.3,6.6,30.5
24-08-2021 00:00,25-08-2021 00:00,74.49,972.95,76.54,194.73,0.47,1.33,65.31,36.4,7.51,31.3
25-08-2021 00:00,26-08-2021 00:00,45.39,972.8,65.17,218.22,1.05,1.2,45.56,17.15,8.92,32.2
26-08-2021 00:00,27-08-2021 00:00,44.49,972.85,63.13,228.68,0.71,0.99,66.14,12.45,7.8,30.9
27-08-2021 00:00,28-08-2021 00:00,85.68,972.78,61.5,139.43,0.65,0.62,60.54,17.36,9.15,31.2
28-08-2021 00:00,29-08-2021 00:00,68.8,973.21,69.46,99.48,1.24,0.47,48.54,27.2,8.66,31.0
29-08-2021 00:00,30-08-2021 00:00,75.2,973.32,74.59,89.92,1.31,0.51,30.37,20.71,6.89,30.1
30-08-2021 00:00,31-08-2021 00:00,39.72,973.07,73.26,85.89,1.34,0.47,29.49,19.1,8.81,29.4
31-08-2021 00:00,01-09-2021 00:00,31.69,973.23,86.7,92.03,0.83,0.44,43.6,14.96,11.68,26.7
01-09-2021 00:00,02-09-2021 00:00,38.76,972.71,91.3,126.96,0.37,0.6,38.41,21.82,10.23,25.7
02-09-2021 00:00,03-09-2021 00:00,55.68,972.1,81.24,111.06,0.39,0.78,49.77,24.49,11.91,27.7
03-09-2021 00:00,04-09-2021 00:00,49.24,971.83,76.03,119.94,0.78,1.13,41.63,34.95,11.67,29.3
04-09-2021 00:00,05-09-2021 00:00,68.84,972.38,79.6,104.33,0.49,2.04,51.58,30.55,8.06,28.1
05-09-2021 00:00,06-09-2021 00:00,68.62,972.34,74.45,124.0,0.48,2.25,61.35,18.14,6.78,30.0
06-09-2021 00:00,07-09-2021 00:00,84.75,972.2,72.63,99.53,0.72,2.25,54.5,58.75,10.95,31.1
07-09-2021 00:00,08-09-2021 00:00,52.23,972.19,76.39,98.24,1.06,1.97,38.67,44.89,11.12,29.8
08-09-2021 00:00,09-09-2021 00:00,29.31,972.16,73.13,82.19,1.63,1.55,29.22,13.68,9.8,29.4
09-09-2021 00:00,10-09-2021 00:00,34.96,972.28,72.95,79.04,1.45,1.7,26.87,15.17,11.85,29.8
10-09-2021 00:00,11-09-2021 00:00,42.93,972.67,78.83,90.53,1.31,1.82,31.83,15.71,16.23,28.3
11-09-2021 00:00,12-09-2021 00:00,28.42,972.25,91.06,103.19,0.72,2.08,25.94,27.49,13.0,25.1
12-09-2021 00:00,13-09-2021 00:00,45.67,971.96,84.53,131.78,0.57,2.39,75.735,12.48,10.4,26.8
13-09-2021 00:00,14-09-2021 00:00,55.86,971.9,83.96,102.03,0.53,2.41,52.78,34.06,17.34,27.6
14-09-2021 00:00,15-09-2021 00:00,35.41,971.86,75.62,95.03,0.71,1.86,34.36,39.72,22.25,28.8
15-09-2021 00:00,16-09-2021 00:00,31.43,971.88,68.64,115.08,1.2,2.28,35.59,19.03,12.88,29.7
16-09-2021 00:00,17-09-2021 00:00,37.54,972.1,81.9,153.32,0.45,2.55,45.05,30.93,10.16,26.2
17-09-2021 00:00,18-09-2021 00:00,35.76,972.17,76.47,110.2,0.5,2.57,35.65,48.29,10.96,27.7
18-09-2021 00:00,19-09-2021 00:00,42.06,971.7,73.56,95.47,1.05,2.06,34.94,32.17,14.09,28.6
19-09-2021 00:00,20-09-2021 00:00,44.61,971.6,71.5,96.39,1.29,2.16,31.67,23.51,10.5,29.9
20-09-2021 00:00,21-09-2021 00:00,41.33,971.73,71.55,95.22,0.9,2.37,36.33,27.64,11.47,30.1
21-09-2021 00:00,22-09-2021 00:00,48.06,972.09,76.11,109.06,0.81,2.26,44.49,24.35,15.17,29.6
22-09-2021 00:00,23-09-2021 00:00,41.68,972.19,78.46,101.54,1.11,2.45,41.55,23.13,18.67,27.5
23-09-2021 00:00,24-09-2021 00:00,37.06,972.26,76.46,122.58,1.26,2.3,34.12,23.52,20.0,27.9
24-09-2021 00:00,25-09-2021 00:00,33.0,972.56,80.34,97.6,0.64,2.23,40.6,25.91,17.24,28.2
25-09-2021 00:00,26-09-2021 00:00,17.6,972.67,77.21,89.24,0.54,2.06,43.38,34.21,20.08,28.7
26-09-2021 00:00,27-09-2021 00:00,43.83,972.56,76.19,93.59,0.93,2.58,41.21,20.58,24.75,28.1
27-09-2021 00:00,28-09-2021 00:00,65.25,871.8,66.89,105.74,0.5,2.45,61.83,37.5,19.47,29.6
28-09-2021 00:00,29-09-2021 00:00,59.47,810.29,68.72,89.0,1.09,2.87,43.48,30.58,27.16,30.3
29-09-2021 00:00,30-09-2021 00:00,44.45,972.3,69.51,94.45,1.42,2.62,36.7,22.92,26.19,30.1
30-09-2021 00:00,01-10-2021 00:00,63.84,972.34,71.21,138.36,0.82,2.7,46.1,24.23,25.15,29.7
01-10-2021 00:00,02-10-2021 00:00,75.92,972.39,73.6,149.97,0.53,2.41,85.58,34.84,23.68,29.6
02-10-2021 00:00,03-10-2021 00:00,80.19,972.3,68.97,243.75,0.42,1.92,66.99,24.41,21.03,30.3
03-10-2021 00:00,04-10-2021 00:00,67.85,971.97,65.95,271.64,0.62,2.3,56.82,12.63,19.77,30.2
04-10-2021 00:00,05-10-2021 00:00,56.82,972.11,63.17,243.08,0.65,1.84,63.32,19.38,23.85,30.6
05-10-2021 00:00,06-10-2021 00:00,61.29,972.49,65.2,180.5,0.85,1.84,69.32,26.66,22.89,29.8
06-10-2021 00:00,07-10-2021 00:00,61.88,972.95,64.22,257.22,0.69,1.48,63.25,9.49,16.02,29.5
07-10-2021 00:00,08-10-2021 00:00,67.75,972.99,64.56,258.0,0.68,1.53,72.46,12.41,21.02,28.8
08-10-2021 00:00,09-10-2021 00:00,75.54,973.02,62.95,246.79,0.61,2.28,88.68,14.67,21.07,28.9
09-10-2021 00:00,10-10-2021 00:00,83.26,973.01,60.26,249.64,0.51,2.54,94.75,16.46,21.86,29.2
10-10-2021 00:00,11-10-2021 00:00,77.22,973.08,60.17,251.01,0.5,2.82,87.94,14.91,25.24,29.2
11-10-2021 00:00,12-10-2021 00:00,75.84,973.01,58.13,240.73,0.44,3.2,85.9,17.07,25.32,29.5
12-10-2021 00:00,13-10-2021 00:00,77.1,972.89,55.53,248.41,0.47,2.14,86.92,26.52,21.14,29.0
13-10-2021 00:00,14-10-2021 00:00,86.98,972.79,52.4,256.07,0.84,1.84,77.78,25.41,27.5,28.0
14-10-2021 00:00,15-10-2021 00:00,86.1,972.71,50.33,255.36,0.73,2.07,93.08,28.15,24.18,26.0
15-10-2021 00:00,16-10-2021 00:00,113.24,972.76,52.85,247.93,0.44,2.93,117.02,31.24,25.42,26.3
16-10-2021 00:00,17-10-2021 00:00,213.36,973.08,59.36,236.83,0.35,2.74,125.24,36.0,29.73,27.3
17-10-2021 00:00,18-10-2021 00:00,140.2,973.89,80.3,185.44,0.9,1.57,57.02,24.08,19.92,25.0
18-10-2021 00:00,19-10-2021 00:00,28.83,974.4,90.62,192.94,0.59,1.49,39.38,12.27,15.15,21.9
19-10-2021 00:00,20-10-2021 00:00,67.69,974.25,76.56,257.69,0.56,1.8,63.28,9.05,17.92,24.7
20-10-2021 00:00,21-10-2021 00:00,129.73,974.06,70.06,247.41,0.51,2.27,99.04,11.67,20.56,25.2
21-10-2021 00:00,22-10-2021 00:00,88.4,973.41,57.49,242.2,0.55,2.82,100.55,15.35,19.31,24.8
22-10-2021 00:00,23-10-2021 00:00,75.67,973.42,59.37,205.71,0.53,2.19,97.85,12.74,15.74,25.3
23-10-2021 00:00,24-10-2021 00:00,79.11,973.87,63.45,155.22,0.88,1.97,81.19,7.18,18.91,25.1
24-10-2021 00:00,25-10-2021 00:00,43.11,974.26,71.57,140.8,1.59,1.97,56.81,20.48,12.04,23.8
25-10-2021 00:00,26-10-2021 00:00,53.15,973.92,70.3,228.75,0.53,1.97,68.57,12.42,13.63,22.3
26-10-2021 00:00,27-10-2021 00:00,70.2,973.65,63.7,246.09,0.5,1.97,86.99,11.54,11.9,22.2
27-10-2021 00:00,28-10-2021 00:00,116.94,973.45,59.87,248.74,0.46,1.82,108.37,12.32,13.86,22.0
28-10-2021 00:00,29-10-2021 00:00,132.33,973.61,61.28,249.47,0.39,1.52,114.85,15.13,15.44,21.9
29-10-2021 00:00,30-10-2021 00:00,148.14,973.71,61.56,232.62,0.32,2.59,112.19,16.44,13.68,22.5
30-10-2021 00:00,31-10-2021 00:00,118.66,973.55,58.47,246.33,0.44,1.91,112.12,13.79,14.47,22.3
31-10-2021 00:00,01-11-2021 00:00,144.27,973.38,59.69,240.05,0.38,1.39,118.53,14.24,13.01,22.5
01-11-2021 00:00,02-11-2021 00:00,129.33,973.51,54.46,128.88,0.97,1.97,111.15,22.42,15.64,22.1
02-11-2021 00:00,03-11-2021 00:00,116.84,973.16,55.81,119.76,1.07,1.53,98.31,24.85,14.83,22.5
03-11-2021 00:00,04-11-2021 00:00,153.29,973.48,60.65,165.44,0.69,2.98,118.56,21.16,15.1,22.4
04-11-2021 00:00,05-11-2021 00:00,290.99,973.83,68.51,236.28,0.31,2.11,129.68,10.81,17.53,21.0
05-11-2021 00:00,06-11-2021 00:00,378.18,973.93,73.32,227.38,0.3,3.78,130.48,5.54,18.92,20.6
06-11-2021 00:00,07-11-2021 00:00,303.73,973.78,63.26,240.05,0.4,2.93,131.11,6.13,19.5,20.9
